,business_id,num_category,is_chain,hours_avg,Unnamed: 0,AcceptsInsurance,ByAppointmentOnly,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,HairSpecializesIn_coloring,HairSpecializesIn_africanamerican,HairSpecializesIn_curly,HairSpecializesIn_perms,HairSpecializesIn_kids,HairSpecializesIn_extensions,HairSpecializesIn_asian,HairSpecializesIn_straightperms,RestaurantsPriceRange2,GoodForKids,WheelchairAccessible,BikeParking,Alcohol,HasTV,NoiseLevel,RestaurantsAttire,Music_dj,Music_background_music,Music_no_music,Music_karaoke,Music_live,Music_video,Music_jukebox,Ambience_romantic,Ambience_intimate,Ambience_classy,Ambience_hipster,Ambience_divey,Ambience_touristy,Ambience_trendy,Ambience_upscale,Ambience_casual,RestaurantsGoodForGroups,Caters,WiFi,RestaurantsReservations,RestaurantsTakeOut,HappyHour,GoodForDancing,RestaurantsTableService,OutdoorSeating,RestaurantsDelivery,BestNights_monday,BestNights_tuesday,BestNights_friday,BestNights_wednesday,BestNights_thursday,BestNights_sunday,BestNights_saturday,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_breakfast,GoodForMeal_brunch,CoatCheck,Smoking,DriveThru,DogsAllowed,BusinessAcceptsBitcoin,Open24Hours,BYOBCorkage,BYOB,Corkage,DietaryRestrictions_dairy-free,DietaryRestrictions_gluten-free,DietaryRestrictions_vegan,DietaryRestrictions_kosher,DietaryRestrictions_halal,DietaryRestrictions_soy-free,DietaryRestrictions_vegetarian,AgesAllowed,RestaurantsCounterService,Unnamed: 0.1,monday,tuesday,wednesday,thursday,friday,saturday,sunday,Shortlisted?,ProjectCategory,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
898,udrIB4tIAtZQOGAiukQ2Rg,4,1,14.642857142857142,1762,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,715,14.5,14.5,14.5,14.5,15.0,15.0,14.5,Yes,Burger,"""In-N-Out Burger""",,"""19407 N 27th Ave""",Phoenix,AZ,85027,33.662057700000005,-112.11664250000001,4.0,100,1,Fast Food;Restaurants;Burgers
899,OdViVhR2ayppzkN2WtIScw,4,1,14.642857142857142,1698,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1672,14.5,14.5,14.5,14.5,15.0,15.0,14.5,Yes,Burger,"""In-N-Out Burger""",,"""2770 W Peoria Ave""",Phoenix,AZ,85029,33.5823857,-112.1198555,4.0,129,1,Restaurants;Burgers;Fast Food
900,gBEWJ4b2OvUmN4Oh7ju3hw,9,0,11.0,260,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1734,11.0,11.0,11.0,11.0,11.0,11.0,11.0,Yes,Chinese,"""Iron Chef""",,"""10810 N Tatum Blvd, Ste 106""",Phoenix,AZ,85028,33.5850671365,-111.978468996,4.0,331,1,Restaurants;Chinese;Japanese;Sushi Bars
901,mzvOKS2QFKGIMFdLusbjQg,5,0,9.0,1557,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2065,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Yes,Pizza,"""Isa's Pizza""",,"""4001 E Bell Rd, Ste 112""",Phoenix,AZ,85032,33.639885323099996,-111.995659545,4.0,79,0,Restaurants;Sandwiches;Pizza
902,65kCKrnO3SulNYEen0itGg,5,0,9.0,191,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2120,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Yes,Pizza,"""Isa's Pizza""",,"""777 E Thunderbird Rd""",Phoenix,AZ,85022,33.607105,-112.063427,4.0,102,1,Salad;Pizza;Italian;Restaurants
903,PzItDWhnWrViLmAXQuMASQ,11,0,0.0,627,N/a,N/a,N/a,N/a,0,1,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Island Loco""",,"""""",Phoenix,AZ,85034,33.4455124268,-112.082277046,4.5,30,1,Street Vendors;Restaurants;Asian Fusion;Food Trucks;Hawaiian;Food
904,nj8W3FI5Fwg7TA5duszeGw,4,0,10.785714285714286,1484,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,350,10.5,10.5,10.5,10.5,11.5,11.5,10.5,Yes,Burger,"""Islands Restaurant""",,"""12811 N Tatum Blvd, Ste A""",Phoenix,AZ,85032,33.6024722,-111.9781727,3.5,46,0,Burgers;Nightlife;Bars;American (Traditional);Sports Bars;Restaurants
905,i4Jb_b28YAphS9_jPPzwkQ,8,0,10.285714285714286,342,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1134,10.5,10.5,10.5,10.5,10.5,10.5,9.0,Yes,Italian,"""Italian Spoon""",,"""6505 N 7th St""",Phoenix,AZ,85014,33.53137,-112.06452,4.0,88,1,Italian;American (Traditional);Restaurants;Fish & Chips
906,F6Xyqyoi_RCTc3mf00ip2Q,22,0,10.357142857142858,2272,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2296,10.5,10.5,10.5,10.5,10.5,10.5,9.5,Yes,Japanese,"""J.K. Sushi""",,"""751 E Bell Rd, Ste 9""",Phoenix,AZ,85022,33.639101000000004,-112.06309669999999,3.5,139,1,Sushi Bars;Korean;Japanese;Restaurants
907,rbnu5j2ngn2EeKoqLtnB2g,4,1,0.0,1251,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Burger,"""Jack In the Box""",,"""2711 S 40th St""",Phoenix,AZ,85034,33.4224165,-111.99506409999998,4.0,7,1,Burgers;Restaurants
908,efEzgGaHeuwQFtBvSsKoSw,4,1,0.0,1750,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Burger,"""Jack In the Box""",,"""18441 N 7th St""",Phoenix,AZ,85022,33.6544264566,-112.065197825,2.5,5,1,Burgers;Restaurants;American (Traditional);Fast Food
909,U2ZwdiUSZlK4PAhcQugLgA,11,1,0.0,1597,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack In the Box""",,"""3545 E Thomas Rd""",Phoenix,AZ,85018,33.4802286365,-112.00462747700001,1.5,11,1,Fast Food;Restaurants
910,cwJtI1JyX06CU_mxqCU2rw,11,1,0.0,1615,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack In the Box""",,"""2141 W Deer Valley Rd""",Phoenix,AZ,85027,33.6833362,-112.10629850000001,2.5,15,1,Fast Food;Restaurants
911,4r0Ho5rbAZ_BhXvpQmxbag,1,0,0.0,2087,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Other,"""Jackalope Flats""",,"""4225 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4340826379,-111.99441433,1.5,15,1,Restaurants;American (Traditional)
912,Zju9aNvftYAJULT3LGsZzA,4,1,0.0,2218,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Burger,"""Jack-In-the Box""",,"""10621 N 43rd Ave""",Phoenix,AZ,85029,33.582721899999996,-112.15099599999999,3.0,8,1,Burgers;Restaurants
913,YNTHs8rCdorWWDa8NGQRgg,11,1,0.0,384,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack-In-the Box Drive Thru""",,"""1001 N 24th St""",Phoenix,AZ,85008,33.458744,-112.029827,2.5,5,1,Fast Food;Restaurants
914,FWlvgWQVsPrd8dFp6oBbsQ,11,1,0.0,255,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack-In-the Box Drive Thru""",,"""4950 E Ray Rd""",Phoenix,AZ,85044,33.320353999999995,-111.97670430000001,1.5,13,1,Restaurants;Fast Food
915,HXdPqrO27tANiLpbCe9BVA,11,1,0.0,2164,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack-In-the Box Drive Thru""",,"""19818 N 27th Ave""",Phoenix,AZ,85027,33.6659056,-112.11776950000001,2.0,11,1,Restaurants;Fast Food
916,oyUtPCiEDlYiUE2kSeFq7A,4,1,0.0,432,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Burger,"""Jack-In-the-Box""",,"""4119 N 7th St""",Phoenix,AZ,85014,33.495458899999996,-112.064613,3.0,4,1,Restaurants;Burgers
917,tOUFYUVuhdvtHVSrYu2hwA,11,1,0.0,806,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FastFood,"""Jack-In-the-Box""",,"""3215 N Central Ave""",Phoenix,AZ,85012,33.486194,-112.073895,3.5,9,1,Restaurants;Fast Food
918,MpvvsMZOjMME6aMDCnMjQw,2,0,0.0,382,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Bar,"""Jackson's On 3rd""",,"""245 E Jackson St""",Phoenix,AZ,85004,33.4450359,-112.07062659999998,2.0,10,0,Bars;American (New);Restaurants;Nightlife;Sports Bars
919,QcTTRBfrd0rMzzuCDec_Cw,16,0,5.357142857142857,1172,N/a,N/a,N/a,N/a,1,1,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,583,7.5,7.5,7.5,7.5,7.5,0.0,0.0,Yes,Deli,"""Jacquee's Espresso""",,"""40 N Central Ave, Ste 106""",Phoenix,AZ,85004,33.448935,-112.074859,4.0,20,1,Delis;Coffee & Tea;Restaurants;Food
920,88cKxCOOHIonIa44yVPDmQ,2,0,12.857142857142858,1459,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1964,16.0,16.0,16.0,16.0,16.0,5.0,5.0,Yes,Bar,"""Jake's Sports Bar and Grill""",,"""2017 E Cactus Rd""",Phoenix,AZ,85022,33.59618629999999,-112.0361236,3.5,10,0,Restaurants;Nightlife;American (Traditional);Bars;Pubs
921,gnVN5lzHX4n0Nd9ogoHQNA,2,1,13.071428571428571,1262,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,979,13.5,13.5,13.5,13.5,13.5,13.0,11.0,Yes,Bar,"""Jamba Juice""",,"""4030 E Thunderbird Rd, Ste D""",Phoenix,AZ,85032,33.612310263699996,-111.99435505299999,3.0,25,1,Food;Juice Bars & Smoothies
922,RyVF3eJDJl6S4SFGSRU6Ow,2,1,11.857142857142858,1499,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,981,13.0,13.0,13.0,13.0,13.0,10.0,8.0,Yes,Bar,"""Jamba Juice""",,"""3110 North Central Ave, Ste 100""",Phoenix,AZ,85012,33.4842339783,-112.075116563,4.0,31,1,Food;Juice Bars & Smoothies
923,ZXBrJx0Yd8lmvxZM5ZOIFw,2,1,13.857142857142858,1628,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,982,14.0,14.0,14.0,14.0,14.0,14.5,12.5,Yes,Bar,"""Jamba Juice""",,"""245 E Bell Rd, Ste 10""",Phoenix,AZ,85022,33.63802329999999,-112.07178020000002,3.5,37,1,Food;Juice Bars & Smoothies
924,qxDe7yciDZxImUZCKLkYIw,2,1,14.571428571428571,2313,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,985,15.0,15.0,15.0,15.0,15.0,14.0,13.0,Yes,Bar,"""Jamba Juice""",,"""4811 N 16th St, Ste 102""",Phoenix,AZ,85016,33.5073239,-112.0468584,3.5,39,1,Food;Juice Bars & Smoothies
