,name,Chain,project_category,num_category,business_id,postal_code,hours_avg
538,Diamond Lounge,0,Bar,2,xZ_KRwSABOAXSUHbHmYE3Q,85008,1.2857142857142858
539,Diamond Plate Restaurant,0,Other,1,WZAENeqQHGRIjSD7VTAmyQ,85034,18.785714285714285
540,Dickey's Barbecue Pit,0,Bar,2,6g-ufVkF3gQjqfBjEzWPJw,85016,10.0
541,Dickey's Barbecue Pit,0,Bar,2,TokUo_IctQ_z9sZWP5zxZA,85029,10.0
542,Dickey's Barbecue Pit,0,Bar,2,mX2L5zlPzXbXtmOggTMpuQ,85022,10.0
543,Dickey's Barbecue Pit,0,Bar,2,Erbz-7a640y96r2oOjSf4g,85032,10.0
544,Dick's Hideaway,0,Mexican,0,jsuUmIEefPjV__ads62Z5w,85014,16.285714285714285
545,Dieci,0,Italian,8,znH36RmIAI4wcHy9WiEO5Q,85016,8.285714285714286
546,Different Pointe of View,0,Italian,8,RQTatUj2f9Nz9JViTH4aAQ,85020,3.7142857142857144
547,Dillon's On Top of Central,0,Bar,2,TQ-FgDYJbJhIXTvSdv-jUw,85020,0.0
548,Dilly Dally Lounge,0,Bar,2,zzwaS0xn1MVEPEf0hNLjew,85018,12.428571428571429
549,Dilly's Deli,0,Sandwiches,13,MSs0wl1az48XdhtuBEAp9w,85034,0.0
550,Dino's Ristorante,0,Pizza,5,kplbTXzOaUJqP2BwanoYjw,85032,9.571428571428571
551,Dipstick Waffles & Bakery,0,FastFood,11,ffd-VdnMtiKtWsfWYHZ9TQ,85004,0.0
552,Dirty Drummer,0,Bar,2,aEs7Qle2Ah49dwaf3QNU1w,85008,15.0
553,Dirty Martini Bistro & Bar,0,Bar,2,LUrdDBRqkV2tPj2xnEoG4A,85034,6.0
554,Discount Nutrition,0,Other,1,DDHT5ui2j7iHdnmgbkDguQ,85022,11.785714285714286
555,District American Kitchen and Wine Bar,0,Bar,2,VEe-_Yc1fbEtUjkACEjLpA,85004,15.0
556,Dizzy's Sports Pub,0,Bar,2,89o4F_z8W7U8jk_JVHOnJQ,85020,0.0
557,DK Dogs,0,FastFood,11,VXOmtsBy1QnMXY34M6qeMQ,85014,7.857142857142857
558,D'lite Healthy On The Go,0,Breakfast,3,xhXZYjdlV_f7eklYZs5vcQ,85018,9.714285714285714
559,DO Drop In,0,Bar,2,35Wqe_TEWHbEREc3afJ9ZQ,85020,19.285714285714285
560,Doc's Place,0,Other,1,wEzCHxfm-lHLmb-dVexMuQ,85012,0.0
561,Dodey's Bar,0,Bar,2,2K8AMc9xKWMj5TldD4eW2Q,85032,19.0
562,Dodeys Central,0,Bar,2,GrtS9Rw8dWY3XIoCjRbESQ,85020,16.0
563,Dolce Espresso Video Coffee Bar,0,Italian,8,fRyHe8SUsZ3kNZbbn2P2GQ,85014,14.285714285714286
564,Dollar Tree Stores,1,Other,1,YAE258i_wX21UEJ1L1BvEA,85029,0.0
565,Domino's Pizza,1,Pizza,5,qjcxNsGEcFn8Eh4IPjURoQ,85016,14.571428571428571
566,Domino's Pizza,1,Pizza,5,sYmGrCydqABvGmundtZ6gg,85004,14.571428571428571
567,Domino's Pizza,1,Pizza,5,KqSWho4bavZzNH0qQ5GnQA,85032,14.571428571428571
568,Domino's Pizza,1,Pizza,5,4_Ye_9x3dyMK-cfCBZrBRg,85018,14.928571428571429
569,Domino's Pizza,1,Pizza,5,D0VxKGcR19vKkoycyrNrHQ,85020,14.571428571428571
570,Domino's Pizza,1,Pizza,5,XzgHOo2rZWQN289mM8JYnQ,85044,14.571428571428571
571,Domino's Pizza,1,Pizza,5,U8CnzJzi54gkveXx9xnVYQ,85014,14.571428571428571
572,Domino's Pizza,1,Pizza,5,ocBcfqDqY7KMib-lRx2wng,85032,14.571428571428571
573,Don Jose Mexican Food,0,Mexican,0,8Syk4yZRivDlVUdXxIPutQ,85018,11.214285714285714
574,Donna's Bakery Cafe,0,Coffee,15,rk1qMV30IgioAzoLL8_kKw,85008,0.0
575,Donovan's Steak & Chop House,0,Bar,2,7jl9EJQCGBiTyXTDXMsRIw,85016,5.142857142857143
576,Dora's Kitchen,0,Mexican,0,JdSF_NucmJZcl1eNlNXZ0Q,85034,7.142857142857143
577,Double Headers,0,Burger,4,9ugldqLxU4IfRO-EG4WrQQ,85004,0.0
578,Doughbird,0,Pizza,5,oo-kGk1BEWpuDvSE4gfmgQ,85018,10.642857142857142
579,Down South Restaurant,0,Other,1,fbUKZMGNdzQbb3zksGlQXg,85034,0.0
580,Downtown,0,Other,1,f1WlOrlBsaGKj7u_X-eTaQ,85004,0.0
581,Downtown Pizza Lounge,0,Pizza,5,szeG61Jn4dFrLqhZy0m_ug,85004,0.0
582,Dragon Palace,0,Chinese,9,fnaDx7UD4MiodQlgYHDwsQ,85032,5.0
583,Dragonfly Tea Company,0,Coffee,15,BDV4499NWVKQgQQ5FjPd8w,85016,7.428571428571429
584,Draw 10 Bar & Grill,0,Burger,4,HJFKqzhV4n4ZWepneOzFhQ,85034,15.285714285714286
585,D'Shrimp & More,0,Other,1,KwnxHbWO8jw60fnzEawFdw,85034,7.285714285714286
586,Dubliner,0,Bar,2,-0tgMGl7D9B10YjSN2ujLA,85032,15.285714285714286
587,Duck & Decanter,0,Bar,2,98-glq_UhUwYwx9SBVi2_A,85004,7.857142857142857
588,Duck & Decanter,0,Sandwiches,13,58r0y-4rDHtyCW4t8HfUsQ,85012,5.714285714285714
589,Dunkin Donuts,1,Donuts,21,5JHujF737wC4eZ9G3dhDNw,85004,0.0
590,Dunkin' Donuts,1,Coffee,15,GlgwAS4tDzB36Q7JlBr7fw,85032,16.714285714285715
591,Dunkin' Donuts,1,Coffee,15,p7FBqdHN2nzS0S4wGlqanQ,85032,0.0
592,Dunkin' Donuts,1,Coffee,15,qTpQ75ewNY8jADWMuGkX-A,85027,15.857142857142858
593,Dunkin' Donuts,1,Coffee,15,C8NpFLiHQftMKMPk1y0dCg,85027,15.285714285714286
594,Dunkin' Donuts,1,Coffee,15,4SwG1ugTObHNStiahy9ZUA,85018,0.0
595,Dunkin' Donuts,1,Donuts,21,pMKyuQD2YP9-DPPoPJysIw,85032,17.0
596,Dunkin' Donuts,1,Donuts,21,BHuvNbEh9VsaPPBnk4CosQ,85016,0.0
597,Dunkin' Donuts,1,Donuts,21,o0fwMTRq6idC6l9Qgg8Z7Q,85032,0.0
598,Dunkin' Donuts,1,Donuts,21,XbVsOg5_5zSjWPaxMQgKIg,85018,0.0
599,Dunkin' Donuts,1,Donuts,21,XGLGvB8S6-Anmt7gZkPLkQ,85014,17.857142857142858
600,Dunkin' Donuts,1,Donuts,21,_xxwKeiIYty0O4odYQNyhw,85016,0.0
601,Dunkin' Donuts,1,Donuts,21,GYYi8zeccDoKYRYkCDzN0A,85022,0.0
602,Durant's,0,Burger,4,_DPJ_PHJnXsuhYhsgBA0Xw,85004,6.071428571428571
603,Dust Cutter,0,Bar,2,KvlI2QK-HZYv1dqd31eE7Q,85004,13.0
604,Dutch Bros Coffee,0,Bar,2,tvwDuDypJDl16icfZDpULg,85032,17.071428571428573
605,Dutch Bros Coffee,0,Bar,2,v-0NDqyGihfhGczt2u-gpw,85016,17.285714285714285
606,Dutch Bros Coffee,0,Coffee,15,OIalqVuYn_VHFt3pVEsQFA,85020,17.285714285714285
607,Dutch Bros Coffee,0,Coffee,15,OLrcJhNki2C-XzPYNB-BaQ,85032,17.285714285714285
608,Dye Carbonic,0,Other,1,xy_3G9_7T6jhXAYybd3FNQ,85034,0.0
609,Eagle,0,Bar,2,2uoOIQfQZpV9vtOKRdvKKg,85032,0.0
610,Eastern Buffet,0,Chinese,9,lKFSRJ5tC0OIETgpzTB5kg,85016,0.0
611,Eat By Stacey Weber,0,Vegetarian,7,fg69aogbeD-GKjmr_4cN4w,85028,8.714285714285714
612,Eat This!,0,Deli,16,BpugveMre-_-CnNdo7UeUA,85029,8.0
613,Eddie Matney's,0,Other,1,08AqwKb4NlV43qCYLuiVIQ,85016,0.0
614,Eddie's Tavern,0,Bar,2,dXhFBJ7OfCY3E_RqZOlcyw,85032,19.571428571428573
615,Edelweiss German Deli,0,Deli,16,3KrZFsROpOTUdPz8MwXPuA,85022,5.785714285714286
616,Eden's Grill Inn,0,Other,1,G8k2E3oYHHl2o4lNJQwR-g,85032,8.285714285714286
617,Edible Arrangements,0,Other,1,waVXnh1aPKddtREw5Pe_QA,85032,9.571428571428571
618,Einstein Bros Bagels,0,Breakfast,3,sm_GANEfgouoVPsNKXNzDA,85032,0.0
619,Einstein Bros Bagels,0,Breakfast,3,QSCDR9RBTVyTw7p_Nbq1Xg,85004,11.142857142857142
620,Einstein Bros Bagels,0,Breakfast,3,5E_1xb3o97ZWQJiZJMVRmQ,85004,9.0
621,Einstein Bros Bagels,0,Breakfast,3,8XZ4X5WUyM1sWscObramwQ,85022,0.0
622,Einstein Bros Bagels,0,Breakfast,3,ZiTaYmacCUOzaYQ4DSygiw,85016,0.0
623,Einstein Bros Bagels,0,Breakfast,3,7FLmfV1Ena0xE0Ew82C2Xg,85034,0.0
624,Einstein Bros Bagels,0,Sandwiches,13,m45sH6c22jlIS-a3ZjckwQ,85018,11.285714285714286
625,Einstein Bros Bagels,0,Deli,16,xGzKRIUAuqDrT9eYthGqKw,85044,11.285714285714286
626,Einsteins Bagels,0,Coffee,15,wu9cORtxQWyVNrr0q7pLgw,85028,0.0
627,El Amigo Mexican Food,0,Mexican,0,Gkhi0IkGAIls6YgXBSdZqQ,85029,0.0
628,El Asadero,0,Mexican,0,Jid9PshqheUXFtouXBA7lQ,85020,0.0
629,El Bravo Mexican Food,0,Mexican,0,U21YaTK4PVlfNHQSyBkJUg,85020,8.857142857142858
630,El Bravo Sky Harbor,0,Mexican,0,xceERetY6Q9Pu_BQ32xpeA,85034,8.857142857142858
631,El Conquistador,0,Mexican,0,v04EmZIqReWVD_Ri3rofUA,85022,0.0
632,El Farol Peruvian Cuisine,0,Other,1,6ATqm_JXesXAdKKjeuQj7w,85018,7.285714285714286
633,El Nopalito,0,Mexican,0,2xMKHQP1TVGB-_62gDOzDg,85008,11.285714285714286
634,El Nuevo Taquito,0,Mexican,0,ju1jDr9nF0YCeTNKMYXPVA,85008,0.0
635,El Pacifico Restaurante Y Pescaderia,0,Mexican,0,1DdkhCSmKDgFmilXS9SZEA,85016,12.0
636,El Patron,0,Mexican,0,UN2MzY7bZUF29gvEcp3oYg,85027,0.0
637,El Pollo Loco,0,Mexican,0,RzTnVmiDPChwkPnQAIGUUw,85020,12.0
638,El Pollo Loco,0,Mexican,0,PpreEj90GJUDm7LHI6kPOA,85018,13.285714285714286
639,El Pollo Loco,0,Mexican,0,zsl5aN9J7gTu_s3UVVJ8aQ,85044,13.0
640,El Pollo Loco,0,Mexican,0,XfUoM-27iPHkbewPXepmFQ,85022,13.0
641,El Portal,0,Mexican,0,JqMjfqxTffrHMabizYbVPA,85004,0.0
642,El Rinconcito Mexican Food,0,Mexican,0,RKX755uAGPMerCWueEpevQ,85020,11.0
643,El Super,0,Deli,16,WrNuRG-tbOzcn3e8ECA43Q,85016,16.0
644,Eliana's Restaurant,0,Latin Food,20,adTbcC7JgvzYg7AD_Ga-rg,85008,0.0
645,Elie's Deli,0,Sandwiches,13,w6dNSvbLNdYkwp1xwYj6Pg,85018,7.571428571428571
646,Elly's Brunch & Cafe,0,Coffee,15,8AWnAA7aUk8OO5oLz8yvQQ,85012,9.0
647,Empire Cafe,0,Coffee,15,4Ej5FiDtDluJlz4O6pZkDQ,85016,5.357142857142857
648,Empire Discount Liquors,0,Bar,2,UoLOE3b3iL_J-D1b8C-QfQ,85018,0.0
649,Enjoy Sushi,0,Japanese,22,eLTPBSiovhvWPMhnGK1ndQ,85004,0.0
650,Eribertos Mexican Food,0,Mexican,0,daLsASi-J8zee8cpZSnqjQ,85022,0.0
651,E-san Sab Sab Thai Cuisine,0,Thai,19,iq50qr2p5d68f2TO3OA9BA,85020,3.2142857142857144
652,Escobar Mexican Kitchen,0,Mexican,0,vGDhK2Lc4Np5iZYZ7FG0QA,85020,9.428571428571429
653,Essence Bakery Cafe,0,Breakfast,3,mj_E2SThbggt-FyUaE1DQg,85018,8.5
654,Ethiopian Famous Restaurant & Coffee,0,Other,1,8kMq3UEGOTlOI-lmClK1Qw,85008,10.714285714285714
655,Europa Pastry Cafe,0,Bakery,17,E7XMQjuNhU2v31JMwHDciA,85016,8.357142857142858
656,Even Stevens Sandwiches,0,Breakfast,3,yP8jTCU6L9T1ZseLvcskYg,85018,13.857142857142858
657,Everything Bagels,1,Breakfast,3,lbYpsLbIXxU86KPNj8AOgQ,85016,5.285714285714286
658,E-Z Buffet,0,Chinese,9,z01_gDUfmedOuX2UZYF33w,85032,11.0
659,Ezekiel's,0,Other,1,e8e3eXloyNaVkkDZ6nDXMA,85044,8.428571428571429
660,Ezekiel's,0,Sandwiches,13,RZWx7pIsINH6nVqW7ys9cg,85044,7.285714285714286
661,Famous Ray's Pizza,0,Pizza,5,DZfFFSVFVJVxs3vfFVVf0w,85022,12.785714285714286
662,Famous Uncle Al's Hot Dogs and Grille,0,FastFood,11,z0GwhlBflcCnVdACU9tQxQ,85032,7.714285714285714
663,Fanatic's Bar & Grill,0,Bar,2,uQcS6OcgXNHej5AJ-ICkbw,85032,0.0
664,Fat Ass Burger,0,Burger,4,_S9wayPpSGUthFzBJ-IVYQ,85014,0.0
665,Fat Freddy's Catering,0,Other,1,qk6GznRuKZZIzGuFN8YTTw,85027,0.0
666,Fatburger,0,Burger,4,SZxNQQiFzvS9qgodVWNcog,85029,10.571428571428571
667,Fatso's Pizza,0,Pizza,5,wXXqG4igJeJwL9o5sjyMXQ,85032,9.5
668,Fazoli's,0,Italian,8,70lJWlEwoW09T0S97dffQQ,85018,0.0
669,Federal Pizza,0,Pizza,5,Tw3miGKZHtmxmaQZIYFRrA,85012,12.142857142857142
670,Federicos Mexican Food,0,Mexican,0,E4POatW_bg-T0MzD4DuLeg,85028,0.0
671,Federico's Mexican Food,0,Mexican,0,ZLRI8ZjrzEm5fRW-ahGz_g,85034,18.0
672,Feeney's Restaurant and Bar,0,Bar,2,tcgmfbWugkHI3FRrjlH6lQ,85014,10.142857142857142
673,Fenix Eatery & Bar,0,French,6,diw9UvW8mE24RGs-NXB_Tw,85018,0.0
674,FEZ,0,Bar,2,PVTfzxu7of57zo1jZwEzkg,85012,13.571428571428571
675,Filibertos Mexican Food,0,Mexican,0,EGzsR_Tyd0QOaZ6g7wPl-w,85020,0.0
676,Filiberto's Mexican Food,0,Mexican,0,xFN8mRubo3G0oIzJwc8XBA,85016,0.0
677,Filiberto's Mexican Food,0,Mexican,0,Ysd8pj0sZpfPq0xNQd8fXA,85034,0.0
678,Filiberto's Mexican Food,0,Mexican,0,BNzcfz3jmBo_1wUB5YIsXg,85022,0.0
679,Filiberto's Mexican Food,0,Mexican,0,4g3IsMpBLReHDA5JatpPzw,85029,15.857142857142858
680,Filiberto's Mexican Food,0,Mexican,0,mcXRNuN1MsgXYt8B2MWz2Q,85032,0.0
681,Filiberto's Mexican Food,0,Mexican,0,7yMtQ3nlre2Tr9C3UTQY-g,85034,0.0
682,Filiberto's Mexican Rest,0,Mexican,0,to2cGMKdaw7ZHbXMzpfhlA,85008,0.0
683,Fillmore Coffee,0,Breakfast,3,MZkP-I91Df4XgmVelGBGng,85004,14.714285714285714
684,Fired Pie,0,Pizza,5,gBsrs7a3w6g1YXJL2uwixw,85044,10.142857142857142
685,Fired Pie,0,Pizza,5,ghpFh6XpH1TYZhjAGdx-xw,85012,10.0
686,Fired Pie,0,Pizza,5,cXgXRqB40CGHEMKQgxLDTg,85027,10.642857142857142
687,Fired Pie,0,Pizza,5,PmROyaqye5gch5av2oSveA,85004,9.714285714285714
688,Firehouse Subs,0,Sandwiches,13,Znh1IeGT1EbiQsZqg2Acpg,85032,11.0
689,Firehouse Subs,0,Sandwiches,13,OvG9pbudLhmLkjrttGvhAQ,85016,11.0
690,First Watch,0,Breakfast,3,mp-PSmM2ZN2vYBUVUFnMbw,85004,0.0
691,"First Watch - Breakfast, Brunch & Lunch",0,Breakfast,3,GkF0aKUFrmVQhDCfWetG3Q,85012,7.5
692,"First Watch - Breakfast, Brunch & Lunch",0,Breakfast,3,yXj1P-pc6CGDFSta-45L5Q,85018,7.5
693,Fish Market Restaurant,0,Japanese,22,dAvcyy08flqhFIzOIdg2UA,85016,10.571428571428571
694,Five Guys,1,Burger,4,YwLZ6RDKKhPAoAOP5m_elA,85044,12.0
695,Five Guys,1,Burger,4,pOtdsa2yiFeNs4VdoAGGqA,85028,12.0
696,Five Guys,1,Burger,4,2vu5RPLxvAqY0PK5olT7QQ,85032,12.0
697,Five Guys,1,Burger,4,du9_QFb75sxzKnLLQwSkMw,85022,12.0
698,Five Guys,1,Burger,4,01xXe2m_z048W5gcBFpoJA,85008,12.0
699,Five Guys Burgers and Fries,0,Burger,4,a7GomHLPBvkDzmH1D3e8vA,85016,11.0
700,Five Star Cafe,0,Burger,4,lW9A4aqJOj74Fwu_CHMWaw,85004,5.714285714285714
701,Flame Broiler,0,FastFood,11,9wxQFibHhvh8yNWQQlOi6g,85022,11.5
702,Flamingo Palace,0,Chinese,9,rgTcICdtCXoNXc71Z7-t5g,85022,9.214285714285714
703,Flavor Chalet,0,Indian,18,3lnfKVlzB7tbAtQsEvMQbQ,85004,0.0
704,Flavors of India,0,Indian,18,eJab5373h0eZiOYnMPG4dg,85016,3.4285714285714284
705,Fleur De Lis Unforgettable Cakes,0,Bakery,17,rOJw9MYbjFEGedxOP7OAIA,85020,6.857142857142857
706,Flo's Shanghai Cafe,0,Chinese,9,LKTx0oPOrn_81n6DJpNk5g,85034,0.0
707,Flower Child,0,Vegetarian,7,m506zjQ67j0msTfANwB6RA,85012,10.571428571428571
708,Flower Child,0,Vegetarian,7,urkODQ1jX0qQzgbqsQjWVQ,85018,10.0
709,Flowers Craft Beer & Wine,0,Deli,16,EwqExeH9wkG3NaUHV-OtBQ,85004,10.0
710,Floyd's Kitchen,0,Other,1,YiuI4YHJnrl9898gE50_ow,85032,11.714285714285714
711,Focaccia Fiorentina,0,Pizza,5,h96UFhWMM6k2xGgvmMoszg,85004,6.571428571428571
712,Focaccia Fiorentina,0,Sandwiches,13,J8mVsADcV_YvK3Mbw5Zfpg,85034,0.0
713,Fontanas Pizzeria,0,Pizza,5,nRsBQYkrsNQ_q78HTefNVQ,85032,0.0
714,Food City,0,Other,1,cHa74FO5t8hNYGwq2IQW7w,85032,17.0
715,Food Truck Friday,0,FastFood,11,CQdX7UXvOC_ld0bdr17EvQ,85004,0.35714285714285715
716,Foodies Catering,0,Deli,16,BJKhJTF1Lz_DbL10BMd2EQ,85044,6.857142857142857
717,Forge Pizza,0,Pizza,5,QAuQV01Yz2Gl89ZN6c1F4w,85016,9.142857142857142
718,Forno 301,0,Pizza,5,wWDNwNb6ygJorKujOuifhA,85004,11.0
719,Foundry On First,0,Other,1,F-id6q0mNM4XwHT_nhee1A,85004,0.0
720,Four Peaks Brewing Company,0,Burger,4,OeQUmob9q5sbEixK2-Tozw,85034,17.5
721,Fox News Sky Box,0,Bar,2,FTA3Qoa7C4aTx_KE75nJ4Q,85034,0.0
722,Fox Sports Grill,0,Other,1,bROfsCS_9L7PaDn84scvhA,85034,0.0
723,Frank & Albert's,0,Breakfast,3,x8_NelKV1JY5S5bN7mWJuQ,85016,15.5
724,Franks A Lot,0,Burger,4,kqZwCJyVXZl9OHDbr2a4Fg,85034,4.285714285714286
725,Frank's Pizza & Wings,0,Pizza,5,lKIDHvxHpyhruR_J9P42wg,85016,12.285714285714286
726,Franks Premium Cheesecakes,0,Other,1,XLqK6WH21Jl4IZw-Ut8BNA,85032,0.0
727,Frasher's Smokehouse,0,Bar,2,N3GQ4GhQviglogQR1dPNgg,85018,9.0
728,Frenchys Caribbean Dogs,0,FastFood,11,pIeCFuUn7NWay1Ti0JzHtw,85004,3.5714285714285716
729,Fresh & Easy,0,Bakery,17,LwENhk9uo2P3rLRlX_CGfQ,85020,18.0
730,Fresh & Easy,0,Bakery,17,fcEz2QzOhJ0OzUZfbqohEw,85018,0.0
731,Fresh & Easy,0,Bakery,17,RSPwUnX0iOJMu5ScQemLnw,85044,18.0
732,Fresh & Easy Neighborhood Market,0,Other,1,kCKQqLTxm-997NUeG7i4cg,85032,14.0
733,Fresh Gourmet To Go,0,Deli,16,NnG4PRtVOEIduL1Re-yHpQ,85004,10.857142857142858
734,Fresh Vitamins,0,Bar,2,ekU_rOucAP9RPJ1yrCUcFQ,85032,9.142857142857142
735,Fresko A Mediterranean Kitchen,0,Sandwiches,13,_eKvk2GoGKb3CoYolHgRlg,85044,8.857142857142858
736,Friday's Front Row Sports Grill,0,Other,1,pPNcs_59jNiQSs0Yq13bGw,85004,11.0
737,Fried Ice & Bubble Tea,0,Ice Cream,12,Tbq7eiTMZ4vRY0IrQ0Pn3Q,85014,10.0
738,Friends,0,Bar,2,SWmIqR3MUynDKBrPuNv6EQ,85014,0.0
739,Frost Gelato,0,Ice Cream,12,xDAjrXQ54-cLj0zYMkT03A,85016,11.285714285714286
740,Fruttia Fresh Fruit Frozen Yogurt,0,Ice Cream,12,6omudJvy0bBSBAVCbUOpPw,85044,0.0
741,Fry's,0,Other,1,sLYqkdCk3EKLuG8aFe6uZg,85027,0.0
742,Fry's & Fry's Marketplace,0,Other,1,yyUSGaDGC_IIIDhXIKpoMA,85032,18.0
743,Fry's Food Store,0,Deli,16,hHx3Z8O9_R_ymK4mbvK7AQ,85018,19.0
744,Fry's Food Stores,0,Other,1,TQFSeGjKMukrnjJbTc00aA,85016,0.0
745,Fry's Food Stores,0,Other,1,6QaJkNUxgAfLeQ8hrKAC5Q,85016,20.0
746,Frys Marketplace,0,Bakery,17,1ZUszwN0CVPMcLuGe0UAMg,85022,18.0
747,Fuddruckers,0,Burger,4,CZ1ENA7FLjJpMAi2WlTmhw,85016,0.0
748,Fuego Bistro,0,Latin Food,20,HGvNE87fvK5PwKMZBDkTbA,85014,4.285714285714286
749,Fuego Cantina,0,Bar,2,fu8ZdJMcX6GSVf3BbWOsgg,85022,0.0
750,Fuego CityScape,0,Mexican,0,Ls1NqcogI-szYoQ7tLh4Og,85004,8.571428571428571
751,Fuego Del Mar,0,Latin Food,20,eEJo-37wnSEXk9vvac7nOQ,85016,8.571428571428571
752,Fuego Taco Shop,0,Mexican,0,yb7ZtgMWSZboG_sSUx9g2A,85032,6.857142857142857
753,Fuego Tacos,0,Latin Food,20,yHBhLawYmIthUPLbUXK5kw,85016,7.428571428571429
754,Fuel to Fit,0,Deli,16,Ar7lMMYZIo1ND3AUzhW-Gw,85034,0.0
755,Fuji Buffet,0,Other,1,FrXqoFcQqh0UYCvHQTfu-w,85014,0.0
756,Full Belly Deli,0,Sandwiches,13,joCTjsILsL_gz4JP1xqT8g,85027,6.428571428571429
757,Fusilli's,0,Italian,8,SWS5gooAPjG3BITQyNj_Qg,85012,0.0
758,FUTURO,0,Coffee,15,kxiDclm1rSAH0yvznmYtlw,85004,9.714285714285714
759,Fuzzy's Taco Shop,0,Mexican,0,IQ3wDfQYvE7B5Dsq7NArjQ,85018,12.285714285714286
760,Gadzooks Enchiladas & Soup,0,Mexican,0,fbQaKW0Lte0JQ_opbnjdKg,85014,13.714285714285714
761,Gallagher's Sports Grill,0,Burger,4,5nWfU-qheLL-JzwYgHe_cQ,85020,13.857142857142858
762,Game Seven Grill,0,Burger,4,-0WegMt6Cy966qlDKhu6jA,85034,0.0
763,Gameday Sports Bar and Grill,0,Bar,2,r7ierYdGsRe11VitbtCakw,85032,0.0
764,Garage Wine and Tap,0,Bar,2,hNsRj2nXuALlJS4Op-8MmA,85014,12.857142857142858
765,Garbanzo Mediterranean Grill,0,Other,1,yNBVOKSZN_AIjSJdhF_rqA,85032,10.0
766,Garcia's Mexican Restaurant,0,Mexican,0,Hgy5MrIKrwRJDXnwKaCpbA,85018,10.285714285714286
767,Garcia's Mexican Restaurants,0,Mexican,0,OE6y1kddCOo9iQc7RTjTow,85018,0.0
768,Garcia's Mexican Restaurants,0,Mexican,0,zwmps5SXn30g-f5wqg_r9A,85029,11.285714285714286
769,Gasper's Casual Italian Dining and Pizzeria,0,Pizza,5,ZE1n6H-4qgq_7z67qa4yUA,85016,0.0
770,Gateway Cafe,0,Breakfast,3,ntdNvA7W_rPoIcdPIZjHTg,85008,5.0
771,Gelato Spot,0,Ice Cream,12,BT5CAwvOSYMsfBN8KCZaNQ,85032,9.285714285714286
772,Genghis Grill,0,Other,1,HVyxN-G8NOfUHo2cEnilVw,85032,11.285714285714286
773,Geordie's Steak,0,Breakfast,3,aiPRMFEM-DCMb-0J4D14mg,85016,3.4285714285714284
774,George & Dragon Restaurant,0,Bar,2,UESdOMLsXn_7WcwOZt7I3A,85012,15.0
775,George & Son's Asian Cuisine,0,Chinese,9,UUtWoDyREiy9MPdtTRFUYQ,85027,10.142857142857142
776,George's Famous Gyros & Pasta,0,Other,1,cq6SQkWKVT3TH-6YzGFn4g,85027,7.0
777,George's Kitchen,0,Pizza,5,3U__XOTBFptjhBeHrPGqrg,85016,10.285714285714286
778,Georgio's Subs,0,Bar,2,z5cpyP28ZvCHxZkLXv0jBg,85029,10.714285714285714
779,German Sausage,0,Other,1,kJlP5bSpVFaITDf7W9q3jA,85018,5.928571428571429
780,Gertrude's,0,Breakfast,3,UNfiku8qEyvGYjPK7w_gxQ,85008,10.214285714285714
781,Ghost Lounge,0,Bar,2,vWHKGoI4YnH1_Bju6Fm1OA,85004,8.857142857142858
782,Giant Coffee,0,Coffee,15,qD_JdN9HpuuXtJv4C6jmCw,85004,12.0
783,Giant Rustic Pizza,0,Pizza,5,ETTzxqOcPuxMqV37y1uhdg,85018,10.785714285714286
784,Gigi's Cupcakes of Phoenix,0,Bakery,17,MKT77UstJ5PAWyLNTuWujQ,85044,9.428571428571429
785,Gigi's Cupcakes of Phoenix,0,Bakery,17,46wGC_Xek4bWxx9dQvtlDQ,85018,8.571428571428571
786,Gil's Taste of Taos,0,Mexican,0,rLTa-PztQLafDf70aKrNOA,85022,3.5714285714285716
787,Gino's Coast To Coast,0,Other,1,gw6aVsdno8U8DEl0F404fg,85032,11.428571428571429
788,Ginos East Chicago,0,Pizza,5,1muT5zEqoC4qp9ms08qJtQ,85018,11.285714285714286
789,Giuseppe's on 28th,0,Italian,8,EUQoB_ph7_xIyj7JZGI3bg,85016,9.0
790,Glai Baan,0,Thai,19,JWjL6WTeEIdGN0vOGNO9pQ,85016,4.714285714285714
791,Glam,0,Other,1,PqscBHGvdQt5Bza1a2pCIQ,85016,0.0
792,Gluten Free Creations Bakery,0,Bakery,17,F6rZDgYtqfjs9sQC6bv81w,85016,5.714285714285714
793,GNC,1,Other,1,GBEra1Y2v-3RzMYgt2FYNg,85016,0.0
794,Go Go China,0,Chinese,9,rBBAD_fHaYnqWC_APHO2SQ,85032,13.0
795,Gojo Ethiopian Restaurant,0,Other,1,JnotDMU1KOYHm5kHHuPnyg,85016,13.0
796,Golden Bowl Chinese Food,0,Chinese,9,nlU0Gp7KCN2hjIzcTdWy0w,85032,0.0
797,Golden Buddha,0,Chinese,9,ropJyZdmv6NeDU2Vz1I_Hg,85008,11.285714285714286
798,Golden Coin,0,Chinese,9,LjCrhp_Rys2bCIJHz5EGBA,85018,0.0
799,Golden Phoenix Chinese Restaurant,0,Chinese,9,cI7k9zqs_pl3byUDE4cpdA,85016,9.0
800,Golden Wok Chinese Restaurant,0,Chinese,9,uLUl_dMl6a9m774LGReDVA,85032,5.928571428571429
801,Good Taste House,0,Chinese,9,QOmojzu24dTI2coPjOtu2Q,85020,12.857142857142858
802,Goodcents Deli Fresh Subs,0,Sandwiches,13,u2_tsVD586yAzV643YP2eA,85032,0.0
